"02/05/17 18:09:08" 0102 0024 2692
"02/05/17 18:11:11" 0102 0024 2679
"02/05/17 18:12:00" 0102 0024 2698
"02/05/17 18:13:14" 0102 0024 2698
"02/05/17 18:19:52" 0120 0023 2692
"02/05/17 18:29:06" 0123 0022 2672
"02/05/17 18:32:01" 0123 0022 2672
"02/05/17 20:00:10" 0141 0022 2666
"02/05/17 21:00:10" 0147 0022 2660
"02/05/17 22:00:08" 0150 0022 2666
"02/05/17 23:00:09" 0153 0022 2666
"02/06/17 00:00:10" 0153 0022 2635
"02/06/17 01:00:10" 0156 0022 2654
"02/06/17 02:00:11" 0156 0022 2660
"02/06/17 03:00:08" 0156 0022 2660
